ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.935	5307	0.036	0	26124	0.514	25914	99.196	210	0.804	1	0.004	1264163	24.870	177708	3.496	12	152602
na	NZ_CP073624.1	4950124	2.104	3945	0.027	1	29821	0.602	29649	99.423	172	0.577	11	0.037	2298452	46.432	372878	7.533	34	431118
na	NZ_CP024147.1	4639454	0.396	3576	0.025	0	29139	0.628	29020	99.592	119	0.408	3	0.010	447545	9.647	33382	0.720	6	151418
na	NZ_CP138428.1	4614072	0.840	2657	0.018	0	59617	1.292	59405	99.644	212	0.356	22	0.037	1000351	21.680	133459	2.892	21	249523
na	NZ_CP106924.1	4837116	0.908	2082	0.014	0	26850	0.555	26697	99.430	153	0.570	7	0.026	1160888	24.000	124992	2.584	9	105763
na	NZ_CP051751.1	5054966	0.113	520	0.004	0	10743	0.213	10613	98.790	130	1.210	3	0.028	130000	2.572	3339	0.066	0	0
na	NZ_CP047600.1	4768611	0.120	1511	0.010	0	12679	0.266	12510	98.667	169	1.333	1	0.008	135552	2.843	18548	0.389	15	979182
na	NZ_CP023386.1	4900891	0.152	887	0.006	0	13244	0.270	13025	98.346	219	1.654	0	0.000	175139	3.574	16528	0.337	2	84506
na	NZ_CP030919.1	4810511	1.772	2678	0.018	1	53102	1.104	52913	99.644	189	0.356	24	0.045	1934345	40.211	126854	2.637	21	229597
na	NZ_CP027550.1	4836918	0.067	346	0.002	0	5632	0.116	5554	98.615	78	1.385	1	0.018	73661	1.523	3865	0.080	3	308943
na	NZ_CP110511.1	4814832	0.976	2060	0.014	0	28537	0.593	28408	99.548	129	0.452	4	0.014	1240419	25.762	141086	2.930	15	197879
na	NZ_AP023197.1	4894769	0.582	3919	0.027	0	103546	2.115	103437	99.895	109	0.105	16	0.015	643347	13.144	54080	1.105	2	27540
na	NZ_CP142442.1	5358846	0.166	522	0.004	0	11892	0.222	11835	99.521	57	0.479	2	0.017	215637	4.024	18037	0.337	2	80167
na	NZ_CP134358.1	4936594	0.354	759	0.005	0	19381	0.393	19235	99.247	146	0.753	0	0.000	421704	8.542	15698	0.318	7	178572
na	NZ_CP038383.1	5571128	0.313	1448	0.010	0	23050	0.414	22805	98.937	245	1.063	2	0.009	430356	7.725	31340	0.563	18	594142
na	NC_017646.1	5313531	0.148	2211	0.015	0	11326	0.213	11237	99.214	89	0.786	0	0.000	193204	3.636	31373	0.590	3	139784
na	NZ_CP095448.1	5120890	0.156	859	0.006	0	20054	0.392	19921	99.337	133	0.663	6	0.030	186127	3.635	15922	0.311	10	429522
na	NZ_CP028750.1	4602860	0.075	447	0.003	0	4432	0.096	4370	98.601	62	1.399	1	0.023	81289	1.766	3700	0.080	2	173690
