ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.008	16	0.002	0	393	0.008	392	99.746	1	0.254	0	0.000	6858	0.135	0	0.000	0	0
na	NZ_CP073624.1	4950124	0.009	37	0.004	0	1132	0.023	1089	96.201	43	3.802	1	0.088	3806	0.077	0	0.000	0	0
na	NZ_CP024147.1	4639454	0.003	20	0.002	0	414	0.009	414	100.000	0	0.000	0	0.000	1852	0.040	150	0.003	0	0
na	NZ_CP138428.1	4614072	0.006	23	0.002	0	415	0.009	408	98.313	7	1.687	0	0.000	3045	0.066	102	0.002	0	0
na	NZ_CP106924.1	4837116	0.007	28	0.003	0	661	0.014	661	100.000	0	0.000	0	0.000	4195	0.087	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.001	18	0.002	0	659	0.013	654	99.241	5	0.759	0	0.000	716	0.014	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.001	12	0.001	0	395	0.008	395	100.000	0	0.000	0	0.000	614	0.013	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.002	3	0.000	0	28	0.001	28	100.000	0	0.000	0	0.000	1199	0.024	0	0.000	0	0
na	NZ_CP030919.1	4810511	0.011	32	0.003	0	685	0.014	685	100.000	0	0.000	0	0.000	6015	0.125	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.001	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	849	0.018	92	0.002	0	0
na	NZ_CP110511.1	4814832	0.008	17	0.002	0	422	0.009	408	96.682	14	3.318	0	0.000	5102	0.106	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.006	49	0.005	0	1617	0.033	1609	99.505	8	0.495	0	0.000	3010	0.061	0	0.000	0	0
na	NZ_CP142442.1	5358846	0.002	10	0.001	0	0	0.000	0	0.000	0	0.000	0	0.000	1135	0.021	0	0.000	0	0
na	NZ_CP134358.1	4936594	0.003	15	0.002	0	225	0.005	201	89.333	24	10.667	0	0.000	1442	0.029	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.003	21	0.002	0	679	0.012	638	93.962	41	6.038	0	0.000	2338	0.042	0	0.000	0	0
na	NC_017646.1	5313531	0.002	14	0.001	0	808	0.015	772	95.545	36	4.455	0	0.000	2235	0.042	0	0.000	0	0
na	NZ_CP095448.1	5120890	0.001	8	0.001	0	303	0.006	295	97.360	8	2.640	0	0.000	698	0.014	0	0.000	0	0
na	NZ_CP028750.1	4602860	0.001	7	0.001	0	5	0.000	5	100.000	0	0.000	0	0.000	615	0.013	0	0.000	0	0
na	NZ_ABACVG020000001.1	4878159	0.002	43	0.004	0	1096	0.022	1083	98.814	13	1.186	0	0.000	764	0.016	0	0.000	0	0
na	NZ_CP053730.1	4590822	0.015	57	0.006	0	1344	0.029	1343	99.926	1	0.074	0	0.000	7196	0.157	0	0.000	0	0
na	NZ_CP019267.1	4740860	0.012	85	0.009	0	2035	0.043	2028	99.656	7	0.344	0	0.000	6298	0.133	0	0.000	0	0
na	NZ_CP104371.1	4936877	0.001	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	839	0.017	0	0.000	0	0
na	NZ_CP095533.1	5071683	0.001	8	0.001	0	102	0.002	102	100.000	0	0.000	0	0.000	619	0.012	0	0.000	0	0
na	NZ_CP071375.1	5022520	0.003	13	0.001	0	454	0.009	452	99.559	2	0.441	0	0.000	1630	0.032	0	0.000	0	0
na	NZ_CP095540.1	4880747	0.001	4	0.000	0	270	0.006	270	100.000	0	0.000	0	0.000	634	0.013	0	0.000	0	0
na	NZ_CP141765.1	5018039	0.001	8	0.001	0	74	0.001	74	100.000	0	0.000	0	0.000	515	0.010	0	0.000	0	0
na	NZ_AP022261.1	4907327	0.001	12	0.001	0	641	0.013	640	99.844	1	0.156	0	0.000	595	0.012	0	0.000	0	0
na	NZ_CP022686.1	5055316	0.001	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	407	0.008	0	0.000	0	0
na	NZ_CP135649.1	4717304	0.011	42	0.004	0	1735	0.037	1721	99.193	14	0.807	0	0.000	4940	0.105	0	0.000	0	0
na	NZ_CP087290.1	5197709	0.002	9	0.001	0	317	0.006	317	100.000	0	0.000	0	0.000	1328	0.026	0	0.000	0	0
na	NZ_CP082774.1	5015239	0.001	4	0.000	0	102	0.002	97	95.098	5	4.902	0	0.000	528	0.011	0	0.000	0	0
na	NZ_CP100500.1	5559392	0.004	28	0.003	0	857	0.015	849	99.067	8	0.933	0	0.000	2532	0.046	0	0.000	0	0
na	NZ_CP027440.1	4892666	0.001	4	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	660	0.013	0	0.000	0	0
na	NZ_CP033762.1	4977723	0.001	3	0.000	0	49	0.001	49	100.000	0	0.000	0	0.000	1103	0.022	0	0.000	0	0
na	NZ_CP068815.1	5192168	0.001	11	0.001	0	428	0.008	416	97.196	12	2.804	0	0.000	251	0.005	0	0.000	0	0
na	NZ_CP098223.1	4841244	0.003	60	0.006	0	2084	0.043	2046	98.177	38	1.823	0	0.000	1432	0.030	0	0.000	0	0
na	NZ_CP104598.1	4901141	0.007	37	0.004	0	866	0.018	866	100.000	0	0.000	0	0.000	3983	0.081	0	0.000	0	0
na	NZ_AP022811.1	5283470	0.009	29	0.003	0	940	0.018	861	91.596	79	8.404	0	0.000	6150	0.116	58	0.001	0	0
na	NZ_AP027258.1	4968007	0.006	30	0.003	0	830	0.017	830	100.000	0	0.000	0	0.000	2674	0.054	0	0.000	0	0
na	NZ_AP019538.1	5071981	0.001	4	0.000	0	13	0.000	13	100.000	0	0.000	0	0.000	422	0.008	0	0.000	0	0
na	NZ_AP021933.1	4928821	0.001	4	0.000	0	25	0.001	24	96.000	1	4.000	0	0.000	495	0.010	0	0.000	0	0
na	NZ_AP022087.1	4996252	0.001	3	0.000	0	96	0.002	85	88.542	11	11.458	0	0.000	894	0.018	0	0.000	0	0
na	NZ_CP054345.1	5023098	0.001	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	427	0.009	0	0.000	0	0
