ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.003	12	0.000	0	286	0.006	270	94.406	16	5.594	0	0.000	931	0.018	0	0.000	0	0
na	NZ_CP073624.1	4950124	0.003	30	0.001	0	668	0.013	656	98.204	12	1.796	0	0.000	1247	0.025	0	0.000	0	0
na	NZ_CP024147.1	4639454	0.008	26	0.001	0	482	0.010	482	100.000	0	0.000	0	0.000	4684	0.101	0	0.000	0	0
na	NZ_CP138428.1	4614072	0.002	18	0.001	0	374	0.008	369	98.663	5	1.337	0	0.000	635	0.014	0	0.000	0	0
na	NZ_CP106924.1	4837116	0.002	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	898	0.019	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.008	124	0.005	0	2985	0.059	2980	99.832	5	0.168	0	0.000	4533	0.090	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.001	6	0.000	0	294	0.006	293	99.660	1	0.340	0	0.000	591	0.012	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.004	36	0.001	0	743	0.015	734	98.789	9	1.211	0	0.000	2181	0.045	0	0.000	0	0
na	NZ_CP030919.1	4810511	0.004	18	0.001	0	859	0.018	847	98.603	12	1.397	0	0.000	2500	0.052	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.001	16	0.001	0	681	0.014	666	97.797	15	2.203	0	0.000	276	0.006	0	0.000	0	0
na	NZ_CP110511.1	4814832	0.003	18	0.001	0	613	0.013	610	99.511	3	0.489	0	0.000	1288	0.027	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.008	28	0.001	0	772	0.016	763	98.834	9	1.166	0	0.000	5770	0.118	0	0.000	0	0
na	NZ_CP142442.1	5358846	0.007	32	0.001	0	516	0.010	510	98.837	6	1.163	0	0.000	4857	0.091	0	0.000	0	0
na	NZ_CP134358.1	4936594	0.009	23	0.001	0	529	0.011	529	100.000	0	0.000	0	0.000	4437	0.090	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.006	40	0.002	0	990	0.018	978	98.788	12	1.212	0	0.000	2784	0.050	0	0.000	0	0
na	NC_017646.1	5313531	0.006	70	0.003	0	2256	0.042	2251	99.778	5	0.222	1	0.044	2172	0.041	0	0.000	0	0
na	NZ_CP095448.1	5120890	0.010	77	0.003	0	1622	0.032	1622	100.000	0	0.000	0	0.000	7085	0.138	0	0.000	0	0
na	NZ_CP028750.1	4602860	0.002	15	0.001	0	155	0.003	154	99.355	1	0.645	0	0.000	601	0.013	0	0.000	0	0
na	NZ_ABACVG020000001.1	4878159	0.002	22	0.001	0	304	0.006	301	99.013	3	0.987	0	0.000	1123	0.023	0	0.000	0	0
na	NZ_CP053730.1	4590822	0.003	20	0.001	0	359	0.008	359	100.000	0	0.000	0	0.000	1046	0.023	0	0.000	0	0
na	NZ_CP019267.1	4740860	0.004	28	0.001	0	1025	0.022	1025	100.000	0	0.000	0	0.000	1924	0.041	0	0.000	0	0
na	NZ_CP104371.1	4936877	0.003	29	0.001	0	944	0.019	942	99.788	2	0.212	0	0.000	1115	0.023	0	0.000	0	0
na	NZ_CP095533.1	5071683	0.005	36	0.001	0	646	0.013	645	99.845	1	0.155	0	0.000	4119	0.081	0	0.000	0	0
na	NZ_CP071375.1	5022520	0.005	27	0.001	0	377	0.008	377	100.000	0	0.000	0	0.000	1617	0.032	0	0.000	0	0
na	NZ_CP095540.1	4880747	0.002	9	0.000	0	1	0.000	1	100.000	0	0.000	0	0.000	1068	0.022	0	0.000	0	0
na	NZ_CP141765.1	5018039	0.008	58	0.002	0	1443	0.029	1443	100.000	0	0.000	0	0.000	4237	0.084	0	0.000	0	0
na	NZ_AP022261.1	4907327	0.004	39	0.002	0	1079	0.022	1079	100.000	0	0.000	0	0.000	865	0.018	0	0.000	0	0
na	NZ_CP022686.1	5055316	0.002	18	0.001	0	708	0.014	705	99.576	3	0.424	0	0.000	1279	0.025	0	0.000	0	0
na	NZ_CP135649.1	4717304	0.002	7	0.000	0	51	0.001	49	96.078	2	3.922	0	0.000	1466	0.031	0	0.000	0	0
