ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.007	12	0.002	0	180	0.004	180	100.000	0	0.000	0	0.000	5263	0.104	0	0.000	0	0
na	NZ_CP073624.1	4950124	0.010	58	0.007	0	1452	0.029	1398	96.281	54	3.766	18	1.240	6376	0.129	0	0.000	0	0
na	NZ_CP024147.1	4639454	0.005	34	0.004	0	829	0.018	827	99.759	2	0.241	0	0.000	2706	0.058	0	0.000	0	0
na	NZ_CP138428.1	4614072	0.008	55	0.007	0	1547	0.034	1533	99.095	14	0.905	0	0.000	3539	0.077	0	0.000	0	0
na	NZ_CP106924.1	4837116	0.008	14	0.002	0	240	0.005	234	97.500	6	2.500	0	0.000	5051	0.104	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.003	25	0.003	0	487	0.010	485	99.589	2	0.411	0	0.000	2242	0.044	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.001	4	0.001	0	51	0.001	48	94.118	3	5.882	0	0.000	397	0.008	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.004	40	0.005	0	1442	0.029	1438	99.723	4	0.277	0	0.000	2246	0.046	0	0.000	0	0
na	NZ_CP030919.1	4810511	0.012	34	0.004	0	276	0.006	275	99.638	1	0.362	0	0.000	6110	0.127	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.001	5	0.001	0	0	0.000	0	0.000	0	0.000	0	0.000	809	0.017	0	0.000	0	0
na	NZ_CP110511.1	4814832	0.009	80	0.010	0	969	0.020	969	100.000	0	0.000	0	0.000	3912	0.081	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.006	25	0.003	0	655	0.013	654	99.847	1	0.153	0	0.000	2710	0.055	0	0.000	0	0
na	NZ_CP142442.1	5358846	0.006	32	0.004	0	580	0.011	579	99.828	1	0.172	0	0.000	3098	0.058	0	0.000	1	876509
na	NZ_CP134358.1	4936594	0.003	15	0.002	0	204	0.004	203	99.510	1	0.490	0	0.000	1319	0.027	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.004	17	0.002	0	259	0.005	257	99.228	2	0.772	0	0.000	2586	0.046	0	0.000	0	0
na	NC_017646.1	5313531	0.003	14	0.002	0	384	0.007	383	99.740	1	0.260	0	0.000	1762	0.033	0	0.000	0	0
na	NZ_CP095448.1	5120890	0.006	74	0.009	0	1488	0.029	1487	99.933	1	0.067	0	0.000	2368	0.046	0	0.000	0	0
na	NZ_CP028750.1	4602860	0.001	2	0.000	0	1	0.000	1	100.000	0	0.000	0	0.000	565	0.012	0	0.000	0	0
