ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.004	17	0.001	0	388	0.008	388	100.000	0	0.000	0	0.000	2552	0.050	0	0.000	0	0
na	NZ_CP073624.1	4950124	0.007	138	0.009	0	3132	0.063	3039	97.031	93	2.982	13	0.415	2671	0.054	280	0.006	0	0
na	NZ_CP024147.1	4639454	0.004	32	0.002	0	769	0.017	696	90.507	73	9.493	0	0.000	2266	0.049	0	0.000	0	0
na	NZ_CP138428.1	4614072	0.005	51	0.003	0	1533	0.033	1461	95.303	72	4.697	0	0.000	2752	0.060	0	0.000	0	0
na	NZ_CP106924.1	4837116	0.004	10	0.001	0	87	0.002	87	100.000	0	0.000	0	0.000	2113	0.044	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.002	20	0.001	0	307	0.006	300	97.720	7	2.280	0	0.000	1538	0.030	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.001	6	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	726	0.015	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.001	16	0.001	0	360	0.007	332	92.222	28	7.778	0	0.000	564	0.012	0	0.000	0	0
na	NZ_CP030919.1	4810511	0.010	53	0.003	0	1099	0.023	1084	98.635	15	1.365	0	0.000	3786	0.079	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.001	16	0.001	0	608	0.013	564	92.763	44	7.237	0	0.000	879	0.018	0	0.000	0	0
na	NZ_CP110511.1	4814832	0.003	11	0.001	0	204	0.004	202	99.020	2	0.980	0	0.000	1199	0.025	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.005	23	0.001	0	572	0.012	551	96.329	21	3.671	0	0.000	3002	0.061	0	0.000	0	0
na	NZ_CP142442.1	5358846	0.002	6	0.000	0	249	0.005	248	99.598	1	0.402	0	0.000	1704	0.032	0	0.000	0	0
na	NZ_CP134358.1	4936594	0.003	23	0.001	0	574	0.012	551	95.993	23	4.007	0	0.000	1249	0.025	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.003	23	0.001	0	467	0.008	445	95.289	22	4.711	0	0.000	1765	0.032	0	0.000	0	0
na	NC_017646.1	5313531	0.002	11	0.001	0	99	0.002	88	88.889	11	11.111	0	0.000	1868	0.035	0	0.000	0	0
na	NZ_CP095448.1	5120890	0.005	76	0.005	0	2263	0.044	2232	98.630	31	1.370	0	0.000	2371	0.046	0	0.000	0	0
na	NZ_CP028750.1	4602860	0.001	7	0.000	0	41	0.001	36	87.805	5	12.195	0	0.000	323	0.007	0	0.000	0	0
na	NZ_ABACVG020000001.1	4878159	0.002	54	0.003	0	770	0.016	715	92.857	55	7.143	0	0.000	1142	0.023	0	0.000	0	0
na	NZ_CP053730.1	4590822	0.008	27	0.002	0	624	0.014	609	97.596	15	2.404	0	0.000	4468	0.097	0	0.000	0	0
na	NZ_CP019267.1	4740860	0.004	19	0.001	0	487	0.010	484	99.384	3	0.616	0	0.000	2149	0.045	0	0.000	0	0
na	NZ_CP104371.1	4936877	0.001	16	0.001	0	428	0.009	401	93.692	27	6.308	0	0.000	608	0.012	0	0.000	0	0
na	NZ_CP095533.1	5071683	0.001	8	0.001	0	134	0.003	130	97.015	4	2.985	0	0.000	536	0.011	0	0.000	0	0
na	NZ_CP071375.1	5022520	0.004	29	0.002	0	828	0.016	798	96.377	30	3.623	0	0.000	2320	0.046	0	0.000	0	0
na	NZ_CP095540.1	4880747	0.002	17	0.001	0	446	0.009	425	95.291	21	4.709	0	0.000	1281	0.026	0	0.000	0	0
