ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	1.560	6661	0.061	1	97038	1.909	96515	99.461	522	0.538	58	0.060	1762573	34.675	176261	3.468	24	232379
na	NZ_CP073624.1	4950124	0.704	1040	0.010	0	21409	0.432	21173	98.898	236	1.103	7	0.033	895545	18.091	54410	1.099	19	374294
na	NZ_CP024147.1	4639454	0.298	763	0.007	0	19846	0.428	19680	99.164	166	0.836	1	0.005	324156	6.987	11678	0.252	6	194755
na	NZ_CP138428.1	4614072	0.583	1881	0.017	0	47224	1.023	47016	99.560	207	0.438	15	0.032	654725	14.190	41422	0.898	13	198194
na	NZ_CP106924.1	4837116	1.927	9228	0.085	1	85123	1.760	84841	99.669	282	0.331	34	0.040	2046212	42.302	244040	5.045	13	168035
na	NZ_CP051751.1	5054966	0.100	424	0.004	0	8897	0.176	8698	97.763	199	2.237	0	0.000	112275	2.221	3930	0.078	2	122832
na	NZ_CP047600.1	4768611	0.083	342	0.003	0	6896	0.145	6807	98.709	89	1.291	1	0.015	88833	1.863	3183	0.067	5	386144
na	NZ_CP023386.1	4900891	0.132	1240	0.011	0	12685	0.259	12443	98.092	242	1.909	5	0.039	148500	3.030	13836	0.282	4	197401
na	NZ_CP030919.1	4810511	0.789	1460	0.013	0	33022	0.686	32805	99.343	217	0.657	18	0.055	955073	19.854	56084	1.166	15	230229
na	NZ_CP027550.1	4836918	0.062	307	0.003	0	6407	0.132	6276	97.955	130	2.031	7	0.109	63583	1.315	2059	0.043	2	202364
na	NZ_CP110511.1	4814832	1.134	6928	0.064	0	61464	1.277	61156	99.499	308	0.501	11	0.018	1432995	29.762	275613	5.724	13	162180
na	NZ_AP023197.1	4894769	0.570	4142	0.038	0	34212	0.699	34022	99.445	190	0.555	3	0.009	730842	14.931	126399	2.582	23	417712
na	NZ_CP142442.1	5358846	0.126	1994	0.018	0	8561	0.160	8399	98.108	162	1.899	30	0.350	160861	3.002	18297	0.341	5	268368
na	NZ_CP134358.1	4936594	0.279	1160	0.011	0	18688	0.379	18582	99.433	106	0.567	6	0.032	323027	6.544	15562	0.315	5	134810
na	NZ_CP038383.1	5571128	0.263	997	0.009	0	18773	0.337	18586	99.004	186	0.991	11	0.059	358470	6.434	29550	0.530	15	488591
na	NC_017646.1	5313531	0.119	1354	0.012	0	13836	0.260	13594	98.251	242	1.749	1	0.007	150989	2.842	23765	0.447	8	457158
na	NZ_CP095448.1	5120890	0.133	3956	0.036	0	19670	0.384	19413	98.693	257	1.307	5	0.025	166137	3.244	51029	0.996	10	522656
na	NZ_CP028750.1	4602860	0.064	127	0.001	0	2765	0.060	2697	97.541	68	2.459	0	0.000	68177	1.481	1343	0.029	0	0
na	NZ_ABACVG020000001.1	4878159	0.055	558	0.005	0	13730	0.281	13431	97.822	299	2.178	2	0.015	49927	1.023	1867	0.038	3	341227
na	NZ_CP053730.1	4590822	0.818	1754	0.016	0	37967	0.827	37848	99.687	119	0.313	2	0.005	931058	20.281	46437	1.012	10	125142
na	NZ_CP019267.1	4740860	4.478	72383	0.667	4	576100	12.152	575844	99.956	256	0.044	193	0.034	2683624	56.606	378871	7.992	12	100178
na	NZ_CP104371.1	4936877	0.115	276	0.003	0	4784	0.097	4704	98.328	80	1.673	1	0.021	133301	2.700	4038	0.082	4	219831
na	NZ_CP095533.1	5071683	0.128	1080	0.010	0	12883	0.254	12640	98.114	243	1.887	8	0.062	150447	2.966	13988	0.276	6	323078
na	NZ_CP071375.1	5022520	0.292	1190	0.011	0	30772	0.613	30422	98.863	350	1.138	3	0.010	340498	6.779	15653	0.312	9	252391
na	NZ_CP095540.1	4880747	0.069	176	0.002	0	4470	0.092	4402	98.479	67	1.500	2	0.045	75964	1.556	2576	0.053	2	207563
na	NZ_CP141765.1	5018039	0.134	843	0.008	0	17266	0.344	16674	96.571	592	3.429	3	0.017	152331	3.036	11833	0.236	8	386793
na	NZ_AP022261.1	4907327	0.162	949	0.009	0	18852	0.384	18577	98.541	275	1.459	8	0.042	188689	3.845	19640	0.400	11	454336
na	NZ_CP022686.1	5055316	0.061	412	0.004	0	2581	0.051	2529	97.985	52	2.015	0	0.000	69252	1.370	2262	0.045	3	305887
na	NZ_CP135649.1	4717304	0.742	2038	0.019	0	26940	0.571	26789	99.439	151	0.562	57	0.212	885355	18.768	49716	1.054	12	223630
na	NZ_CP087290.1	5197709	0.130	678	0.006	0	13426	0.258	13308	99.121	118	0.879	0	0.000	151997	2.924	7642	0.147	5	273588
na	NZ_CP082774.1	5015239	0.069	493	0.005	0	6166	0.123	6018	97.600	148	2.401	2	0.032	75996	1.515	4109	0.082	4	396247
na	NZ_CP100500.1	5559392	0.282	1387	0.013	0	32582	0.586	32329	99.223	253	0.777	2	0.006	366427	6.591	22034	0.396	14	523093
na	NZ_CP027440.1	4892666	0.106	624	0.006	0	13316	0.272	13183	99.001	133	0.999	0	0.000	113890	2.328	5328	0.109	4	262558
na	NZ_CP033762.1	4977723	0.069	210	0.002	0	2892	0.058	2857	98.790	35	1.210	0	0.000	79001	1.587	1930	0.039	3	228115
na	NZ_CP068815.1	5192168	0.063	487	0.004	0	4692	0.090	4597	97.975	95	2.026	3	0.064	72280	1.392	2759	0.053	2	251448
na	NZ_CP098223.1	4841244	0.096	611	0.006	0	10792	0.223	10432	96.664	360	3.339	10	0.093	103147	2.131	5483	0.113	9	758556
na	NZ_CP104598.1	4901141	0.896	6094	0.056	0	51230	1.045	50926	99.407	304	0.593	5	0.010	1153094	23.527	204423	4.171	33	403450
na	NZ_AP022811.1	5283470	1.862	11800	0.109	1	116429	2.204	116216	99.817	212	0.182	26	0.022	2128896	40.294	310185	5.871	38	599884
na	NZ_AP027258.1	4968007	0.962	6359	0.059	0	124132	2.499	123621	99.588	511	0.412	14	0.011	1154136	23.231	148778	2.995	12	242507
na	NZ_AP019538.1	5071981	0.103	195	0.002	0	4575	0.090	4462	97.530	113	2.470	1	0.022	118947	2.345	3217	0.063	5	370427
na	NZ_AP021933.1	4928821	0.118	1153	0.011	0	8467	0.172	8365	98.795	102	1.205	2	0.024	143915	2.920	16699	0.339	3	167860
na	NZ_AP022087.1	4996252	0.118	340	0.003	0	9370	0.188	9231	98.517	139	1.484	1	0.011	136660	2.735	2861	0.057	2	125162
na	NZ_CP054345.1	5023098	0.068	128	0.001	0	3534	0.070	3433	97.142	101	2.858	0	0.000	75890	1.511	869	0.017	1	128922
na	NC_011601.1	4965553	0.076	833	0.008	0	15607	0.314	15306	98.071	301	1.929	2	0.013	74558	1.502	4990	0.100	3	270289
na	NZ_CP028758.1	4902546	0.286	1196	0.011	0	28424	0.580	28190	99.177	234	0.823	2	0.007	323525	6.599	15216	0.310	7	165473
na	NZ_CP128931.1	4990655	0.739	12239	0.113	0	48494	0.972	47304	97.546	1187	2.450	45	0.093	906178	18.157	121323	2.431	12	172435
na	NZ_CP088131.1	4785944	0.780	1491	0.014	0	42483	0.888	42320	99.616	163	0.384	16	0.038	935433	19.545	49694	1.038	13	180813
na	NZ_CP069453.1	4666387	0.063	497	0.005	0	8828	0.189	8596	97.372	232	2.628	0	0.000	60520	1.297	3827	0.082	2	245872
na	NZ_AP022298.1	5121071	0.124	1601	0.015	0	8337	0.163	8127	97.481	210	2.519	1	0.012	149318	2.916	14590	0.285	8	481157
na	NZ_CP098206.1	5072432	0.074	1038	0.010	0	10618	0.209	10410	98.041	208	1.960	5	0.047	75902	1.496	8963	0.177	1	152165
na	NZ_CP045827.1	5570476	1.643	9026	0.083	1	118554	2.128	118136	99.647	418	0.353	38	0.032	2008029	36.048	213578	3.834	52	822029
na	NZ_CP081698.1	4777845	0.767	1835	0.017	0	30520	0.639	30231	99.053	289	0.947	11	0.036	923352	19.326	53635	1.123	12	152680
na	NZ_CP049204.1	4866137	0.310	1498	0.014	0	26704	0.549	26398	98.854	306	1.146	5	0.019	357098	7.338	21271	0.437	6	154416
na	NZ_CP069559.1	5008199	0.078	1754	0.016	0	8358	0.167	8203	98.145	155	1.855	3	0.036	92666	1.850	18094	0.361	2	159822
na	NZ_CP128970.1	5639055	0.124	859	0.008	0	12200	0.216	12096	99.148	104	0.853	6	0.049	164603	2.919	13584	0.241	6	353284
na	NZ_OW967178.1	4863036	0.120	463	0.004	0	7434	0.153	7356	98.951	78	1.050	3	0.040	136940	2.816	5661	0.116	5	309841
