ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.014	70	0.001	0	1596	0.031	1584	99.248	12	0.752	0	0.000	9470	0.186	384	0.008	0	0
na	NZ_CP073624.1	4950124	0.009	18	0.000	0	779	0.016	772	99.101	7	0.899	0	0.000	6626	0.134	161	0.003	0	0
na	NZ_CP024147.1	4639454	0.006	16	0.000	0	434	0.009	433	99.770	1	0.230	0	0.000	4608	0.099	0	0.000	0	0
na	NZ_CP138428.1	4614072	0.010	66	0.001	0	1117	0.024	1081	96.777	36	3.223	0	0.000	6555	0.142	376	0.008	0	0
na	NZ_CP106924.1	4837116	0.015	52	0.000	0	932	0.019	932	100.000	0	0.000	0	0.000	9028	0.187	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.002	18	0.000	0	316	0.006	314	99.367	2	0.633	0	0.000	1190	0.024	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.003	4	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2257	0.047	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.003	16	0.000	0	426	0.009	423	99.296	3	0.704	0	0.000	2886	0.059	255	0.005	0	0
na	NZ_CP030919.1	4810511	0.019	44	0.000	0	930	0.019	930	100.000	0	0.000	0	0.000	12510	0.260	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.003	19	0.000	0	563	0.012	551	97.869	12	2.131	0	0.000	2204	0.046	137	0.003	0	0
na	NZ_CP110511.1	4814832	0.015	88	0.001	0	1604	0.033	1599	99.688	5	0.312	0	0.000	9134	0.190	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.008	46	0.000	0	1033	0.021	1030	99.710	3	0.290	0	0.000	5290	0.108	89	0.002	0	0
na	NZ_CP142442.1	5358846	0.006	20	0.000	0	508	0.009	500	98.425	8	1.575	0	0.000	6824	0.127	1265	0.024	0	0
na	NZ_CP134358.1	4936594	0.004	20	0.000	0	299	0.006	297	99.331	2	0.669	0	0.000	3281	0.066	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.004	12	0.000	0	51	0.001	51	100.000	0	0.000	0	0.000	3173	0.057	0	0.000	0	0
na	NC_017646.1	5313531	0.003	12	0.000	0	254	0.005	254	100.000	0	0.000	0	0.000	2480	0.047	79	0.001	0	0
na	NZ_CP095448.1	5120890	0.003	33	0.000	0	854	0.017	844	98.829	10	1.171	0	0.000	2992	0.058	0	0.000	0	0
na	NZ_CP028750.1	4602860	0.002	12	0.000	0	519	0.011	506	97.495	13	2.505	0	0.000	1507	0.033	0	0.000	0	0
na	NZ_ABACVG020000001.1	4878159	0.002	43	0.000	0	1093	0.022	1077	98.536	16	1.464	0	0.000	903	0.019	0	0.000	0	0
na	NZ_CP053730.1	4590822	0.016	58	0.001	0	1925	0.042	1925	100.000	0	0.000	0	0.000	9305	0.203	0	0.000	1	402019
na	NZ_CP019267.1	4740860	0.017	101	0.001	0	2186	0.046	2185	99.954	1	0.046	0	0.000	9956	0.210	0	0.000	0	0
na	NZ_CP104371.1	4936877	0.002	10	0.000	0	136	0.003	136	100.000	0	0.000	0	0.000	1278	0.026	0	0.000	0	0
na	NZ_CP095533.1	5071683	0.003	22	0.000	0	723	0.014	723	100.000	0	0.000	0	0.000	2529	0.050	0	0.000	0	0
na	NZ_CP071375.1	5022520	0.004	18	0.000	0	227	0.005	224	98.678	3	1.322	0	0.000	2792	0.056	136	0.003	0	0
na	NZ_CP095540.1	4880747	0.002	8	0.000	0	111	0.002	110	99.099	1	0.901	0	0.000	1753	0.036	0	0.000	0	0
na	NZ_CP141765.1	5018039	0.005	64	0.001	0	1693	0.034	1693	100.000	0	0.000	0	0.000	5848	0.117	1757	0.035	0	0
na	NZ_AP022261.1	4907327	0.004	15	0.000	0	215	0.004	215	100.000	0	0.000	0	0.000	2197	0.045	0	0.000	0	0
na	NZ_CP022686.1	5055316	0.002	15	0.000	0	605	0.012	594	98.182	11	1.818	0	0.000	1026	0.020	0	0.000	0	0
na	NZ_CP135649.1	4717304	0.015	26	0.000	0	788	0.017	784	99.492	4	0.508	0	0.000	10277	0.218	0	0.000	0	0
na	NZ_CP087290.1	5197709	0.006	64	0.001	0	2466	0.047	2445	99.148	21	0.852	0	0.000	4484	0.086	0	0.000	0	0
na	NZ_CP082774.1	5015239	0.002	6	0.000	0	182	0.004	180	98.901	2	1.099	0	0.000	1108	0.022	0	0.000	0	0
na	NZ_CP100500.1	5559392	0.007	46	0.000	0	1213	0.022	1210	99.753	3	0.247	0	0.000	4200	0.076	0	0.000	0	0
na	NZ_CP027440.1	4892666	0.002	13	0.000	0	612	0.013	609	99.510	3	0.490	0	0.000	1079	0.022	0	0.000	0	0
na	NZ_CP033762.1	4977723	0.003	1276	0.011	0	316	0.006	315	99.684	1	0.316	0	0.000	3765	0.076	2050	0.041	0	0
na	NZ_CP068815.1	5192168	0.001	7	0.000	0	15	0.000	15	100.000	0	0.000	0	0.000	991	0.019	0	0.000	0	0
na	NZ_CP098223.1	4841244	0.004	36	0.000	0	973	0.020	966	99.281	7	0.719	0	0.000	4632	0.096	2103	0.043	0	0
na	NZ_CP104598.1	4901141	0.008	38	0.000	0	991	0.020	987	99.596	4	0.404	0	0.000	6225	0.127	0	0.000	0	0
na	NZ_AP022811.1	5283470	0.015	52	0.000	0	645	0.012	645	100.000	0	0.000	1	0.155	9450	0.179	584	0.011	1	368772
na	NZ_AP027258.1	4968007	0.009	36	0.000	0	648	0.013	648	100.000	0	0.000	0	0.000	6598	0.133	0	0.000	0	0
na	NZ_AP019538.1	5071981	0.003	3	0.000	0	16	0.000	16	100.000	0	0.000	0	0.000	2134	0.042	0	0.000	0	0
na	NZ_AP021933.1	4928821	0.003	21	0.000	0	700	0.014	698	99.714	2	0.286	0	0.000	2263	0.046	0	0.000	0	0
na	NZ_AP022087.1	4996252	0.003	14	0.000	0	416	0.008	410	98.558	6	1.442	0	0.000	1729	0.035	0	0.000	0	0
na	NZ_CP054345.1	5023098	0.002	8	0.000	0	201	0.004	200	99.502	1	0.498	0	0.000	1023	0.020	0	0.000	0	0
na	NC_011601.1	4965553	0.002	16	0.000	0	82	0.002	81	98.780	1	1.220	0	0.000	1132	0.023	0	0.000	0	0
na	NZ_CP028758.1	4902546	0.004	8	0.000	0	49	0.001	49	100.000	0	0.000	0	0.000	2015	0.041	0	0.000	0	0
na	NZ_CP128931.1	4990655	0.011	25	0.000	0	586	0.012	568	96.928	18	3.072	0	0.000	6123	0.123	0	0.000	0	0
na	NZ_CP088131.1	4785944	0.015	58	0.001	0	2342	0.049	2318	98.975	24	1.025	0	0.000	9808	0.205	0	0.000	0	0
na	NZ_CP069453.1	4666387	0.001	5	0.000	0	48	0.001	48	100.000	0	0.000	0	0.000	1055	0.023	0	0.000	0	0
na	NZ_AP022298.1	5121071	0.003	6	0.000	0	109	0.002	109	100.000	0	0.000	0	0.000	4026	0.079	870	0.017	0	0
na	NZ_CP098206.1	5072432	0.002	10	0.000	0	396	0.008	393	99.242	3	0.758	0	0.000	1744	0.034	0	0.000	0	0
na	NZ_CP045827.1	5570476	0.013	49	0.000	0	815	0.015	813	99.755	2	0.245	0	0.000	9578	0.172	0	0.000	0	0
na	NZ_CP081698.1	4777845	0.013	36	0.000	0	1361	0.028	1329	97.649	32	2.351	0	0.000	8514	0.178	0	0.000	0	0
na	NZ_CP049204.1	4866137	0.004	16	0.000	0	408	0.008	407	99.755	1	0.245	0	0.000	2651	0.054	0	0.000	0	0
na	NZ_CP069559.1	5008199	0.002	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1432	0.029	0	0.000	0	0
na	NZ_CP128970.1	5639055	0.011	140	0.001	0	4056	0.072	4056	100.000	0	0.000	0	0.000	7165	0.127	0	0.000	0	0
na	NZ_OW967178.1	4863036	0.003	6	0.000	0	72	0.001	70	97.222	2	2.778	0	0.000	2301	0.047	0	0.000	0	0
na	NZ_CP080260.1	5366039	0.006	19	0.000	0	333	0.006	329	98.799	4	1.201	0	0.000	5967	0.111	0	0.000	0	0
na	NZ_CP089930.1	4438520	0.002	22	0.000	0	128	0.003	127	99.219	1	0.781	0	0.000	1766	0.040	110	0.002	0	0
na	NZ_CP007390.1	4807977	0.020	148	0.001	0	5067	0.105	4970	98.086	97	1.919	13	0.257	15411	0.321	4266	0.089	0	0
na	NZ_LR134231.1	4594692	0.027	134	0.001	0	3256	0.071	3256	100.000	0	0.000	0	0.000	14807	0.322	0	0.000	0	0
na	NZ_CP027457.1	5001754	0.005	24	0.000	0	892	0.018	870	97.534	22	2.466	0	0.000	3029	0.061	0	0.000	0	0
TOTAL	-	303216119	0.007	3289	0.029	0	51311	0.017	50904	99.207	407	0.793	14	0.027	288084	0.095	14622	0.005	2	770791
