ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.059	254	0.014	0	8342	0.164	8307	99.580	35	0.420	0	0.000	38072	0.749	709	0.014	1	112212
na	NZ_CP073624.1	4950124	0.072	1126	0.062	0	18618	0.376	18426	98.969	192	1.034	52	0.279	43860	0.886	7317	0.148	2	210637
na	NZ_CP024147.1	4639454	0.031	347	0.019	0	3222	0.069	3140	97.455	82	2.545	0	0.000	25824	0.557	7089	0.153	3	552004
na	NZ_CP138428.1	4614072	0.045	244	0.013	0	6932	0.150	6847	98.774	85	1.226	0	0.000	25523	0.553	603	0.013	1	145734
na	NZ_CP106924.1	4837116	0.068	233	0.013	0	4900	0.101	4880	99.592	20	0.408	0	0.000	43539	0.900	1378	0.028	2	208439
na	NZ_CP051751.1	5054966	0.021	209	0.012	0	5301	0.105	5218	98.434	83	1.566	0	0.000	12690	0.251	307	0.006	0	0
na	NZ_CP047600.1	4768611	0.012	92	0.005	0	3304	0.069	3242	98.123	62	1.877	1	0.030	8028	0.168	0	0.000	1	511988
na	NZ_CP023386.1	4900891	0.015	143	0.008	0	2237	0.046	2174	97.184	63	2.816	0	0.000	10734	0.219	750	0.015	0	0
na	NZ_CP030919.1	4810511	0.094	263	0.015	0	8622	0.179	8591	99.640	31	0.360	0	0.000	63111	1.312	1377	0.029	3	217134
na	NZ_CP027550.1	4836918	0.009	99	0.005	0	744	0.015	713	95.833	31	4.167	0	0.000	8241	0.170	998	0.021	1	725436
na	NZ_CP110511.1	4814832	0.060	256	0.014	0	4478	0.093	4464	99.687	14	0.313	0	0.000	36282	0.754	904	0.019	0	0
na	NZ_AP023197.1	4894769	0.053	765	0.042	0	12933	0.264	12854	99.389	79	0.611	11	0.085	34563	0.706	5967	0.122	2	246426
na	NZ_CP142442.1	5358846	0.016	83	0.005	0	1914	0.036	1901	99.321	13	0.679	0	0.000	17564	0.328	3785	0.071	0	0
na	NZ_CP134358.1	4936594	0.026	156	0.009	0	3840	0.078	3814	99.323	26	0.677	0	0.000	17322	0.351	367	0.007	0	0
na	NZ_CP038383.1	5571128	0.024	253	0.014	0	4241	0.076	4117	97.076	124	2.927	5	0.118	16834	0.302	1084	0.019	1	301515
na	NC_017646.1	5313531	0.018	159	0.009	0	3787	0.071	3723	98.310	64	1.690	1	0.026	11529	0.217	180	0.003	1	393258
na	NZ_CP095448.1	5120890	0.031	435	0.024	0	9484	0.185	9460	99.747	24	0.253	1	0.011	16628	0.325	244	0.005	1	170142
na	NZ_CP028750.1	4602860	0.009	45	0.002	0	969	0.021	943	97.317	26	2.683	0	0.000	6984	0.152	701	0.015	0	0
na	NZ_ABACVG020000001.1	4878159	0.019	288	0.016	0	6847	0.140	6619	96.670	228	3.332	4	0.058	14383	0.295	1191	0.024	1	311415
na	NZ_CP053730.1	4590822	0.106	1027	0.057	0	10723	0.234	10684	99.636	39	0.364	0	0.000	69285	1.509	1627	0.035	3	182180
na	NZ_CP019267.1	4740860	0.096	930	0.051	0	24539	0.518	24518	99.914	21	0.086	1	0.004	55027	1.161	6418	0.135	0	0
na	NZ_CP104371.1	4936877	0.013	54	0.003	0	364	0.007	363	99.725	1	0.275	0	0.000	8941	0.181	207	0.004	1	421252
na	NZ_CP095533.1	5071683	0.017	152	0.008	0	2214	0.044	2123	95.890	91	4.110	0	0.000	13138	0.259	1092	0.022	0	0
na	NZ_CP071375.1	5022520	0.033	395	0.022	0	10330	0.206	10273	99.448	57	0.552	2	0.019	17024	0.339	700	0.014	0	0
na	NZ_CP095540.1	4880747	0.011	97	0.005	0	1294	0.027	1232	95.209	61	4.736	6	0.464	6819	0.140	132	0.003	1	505273
na	NZ_CP141765.1	5018039	0.019	226	0.012	0	5935	0.118	5854	98.635	81	1.365	0	0.000	15717	0.313	4345	0.087	0	0
na	NZ_AP022261.1	4907327	0.015	131	0.007	0	2193	0.045	2183	99.544	10	0.456	0	0.000	8196	0.167	403	0.008	2	695566
na	NZ_CP022686.1	5055316	0.010	110	0.006	0	1823	0.036	1771	97.148	52	2.852	0	0.000	6756	0.134	754	0.015	0	0
na	NZ_CP135649.1	4717304	0.083	254	0.014	0	7171	0.152	7099	98.996	72	1.004	0	0.000	50243	1.065	619	0.013	2	250791
na	NZ_CP087290.1	5197709	0.039	666	0.037	0	20359	0.392	20294	99.681	65	0.319	0	0.000	19323	0.372	1185	0.023	1	165446
na	NZ_CP082774.1	5015239	0.009	98	0.005	0	2337	0.047	2301	98.460	36	1.540	0	0.000	4692	0.094	300	0.006	1	577685
na	NZ_CP100500.1	5559392	0.040	467	0.026	0	11410	0.205	11352	99.492	58	0.508	0	0.000	24974	0.449	1377	0.025	2	341530
na	NZ_CP027440.1	4892666	0.014	87	0.005	0	2098	0.043	1991	94.900	107	5.100	0	0.000	8126	0.166	375	0.008	0	0
na	NZ_CP033762.1	4977723	0.010	46	0.003	0	1297	0.026	1277	98.458	20	1.542	0	0.000	8805	0.177	1013	0.020	1	742105
na	NZ_CP068815.1	5192168	0.010	42	0.002	0	1092	0.021	1069	97.894	23	2.106	0	0.000	10814	0.208	1217	0.023	0	0
na	NZ_CP098223.1	4841244	0.024	320	0.018	0	7822	0.162	7596	97.111	226	2.889	0	0.000	20306	0.419	5371	0.111	2	461254
na	NZ_CP104598.1	4901141	0.049	205	0.011	0	5611	0.114	5594	99.697	17	0.303	0	0.000	33793	0.689	822	0.017	2	351241
na	NZ_AP022811.1	5283470	0.064	340	0.019	0	6224	0.118	6213	99.823	11	0.177	1	0.016	48788	0.923	4851	0.092	3	300990
na	NZ_AP027258.1	4968007	0.050	180	0.010	0	3908	0.079	3889	99.514	19	0.486	0	0.000	29003	0.584	380	0.008	2	225190
na	NZ_AP019538.1	5071981	0.014	58	0.003	0	762	0.015	758	99.475	4	0.525	0	0.000	8300	0.164	630	0.012	1	497923
na	NZ_AP021933.1	4928821	0.021	171	0.009	0	4330	0.088	4282	98.891	48	1.109	0	0.000	13523	0.274	284	0.006	0	0
na	NZ_AP022087.1	4996252	0.013	104	0.006	0	2183	0.044	2149	98.443	34	1.557	0	0.000	9280	0.186	686	0.014	1	450212
na	NZ_CP054345.1	5023098	0.011	60	0.003	0	1050	0.021	1041	99.143	9	0.857	0	0.000	8030	0.160	404	0.008	1	447477
na	NC_011601.1	4965553	0.010	86	0.005	0	1695	0.034	1658	97.817	37	2.183	0	0.000	7061	0.142	826	0.017	0	0
na	NZ_CP028758.1	4902546	0.027	174	0.010	0	3162	0.064	3139	99.273	23	0.727	0	0.000	15369	0.313	443	0.009	0	0
