ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.001	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	393	0.008	0	0.000	0	0
na	NZ_CP073624.1	4950124	0.001	8	0.001	0	355	0.007	355	100.000	0	0.000	0	0.000	363	0.007	0	0.000	0	0
na	NZ_CP024147.1	4639454	0.001	5	0.001	0	292	0.006	292	100.000	0	0.000	0	0.000	577	0.012	0	0.000	0	0
na	NZ_CP138428.1	4614072	0.001	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	548	0.012	0	0.000	0	0
na	NZ_CP106924.1	4837116	0.001	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	604	0.012	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	8	0.000	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
na	NZ_CP030919.1	4810511	0.001	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	612	0.013	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	18	0.000	0	0.000	0	0
na	NZ_CP110511.1	4814832	0.001	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	269	0.006	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	109	0.002	0	0.000	0	0
na	NZ_CP142442.1	5358846	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	116	0.002	0	0.000	0	0
na	NZ_CP134358.1	4936594	0.000	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.000	4	0.000	0	77	0.001	69	89.610	8	10.390	0	0.000	191	0.003	0	0.000	0	0
