ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.008	28	0.001	0	598	0.012	583	97.492	15	2.508	0	0.000	4708	0.093	0	0.000	0	0
na	NZ_CP073624.1	4950124	0.011	80	0.003	0	1858	0.038	1802	96.986	55	2.978	11	0.592	5085	0.103	0	0.000	0	0
na	NZ_CP024147.1	4639454	0.005	25	0.001	0	733	0.016	717	97.817	16	2.183	0	0.000	2456	0.053	0	0.000	0	0
na	NZ_CP138428.1	4614072	0.011	154	0.005	0	4112	0.089	4106	99.854	6	0.146	0	0.000	3781	0.082	0	0.000	0	0
na	NZ_CP106924.1	4837116	0.009	13	0.000	0	122	0.003	120	98.361	2	1.639	0	0.000	4772	0.099	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.003	14	0.000	0	501	0.010	495	98.802	6	1.198	0	0.000	1883	0.037	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.002	5	0.000	0	79	0.002	77	97.468	2	2.532	0	0.000	1080	0.023	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.003	14	0.000	0	83	0.002	80	96.386	3	3.614	0	0.000	1661	0.034	0	0.000	0	0
na	NZ_CP030919.1	4810511	0.016	51	0.002	0	1436	0.030	1436	100.000	0	0.000	0	0.000	9187	0.191	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.001	3	0.000	0	4	0.000	4	100.000	0	0.000	0	0.000	1033	0.021	0	0.000	0	0
na	NZ_CP110511.1	4814832	0.008	43	0.001	0	1489	0.031	1483	99.597	6	0.403	0	0.000	4110	0.085	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.006	33	0.001	0	550	0.011	538	97.818	12	2.182	0	0.000	3669	0.075	0	0.000	0	0
na	NZ_CP142442.1	5358846	0.004	16	0.001	0	262	0.005	248	94.656	14	5.344	0	0.000	2771	0.052	0	0.000	0	0
na	NZ_CP134358.1	4936594	0.003	30	0.001	0	146	0.003	136	93.151	10	6.849	0	0.000	1609	0.033	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.003	31	0.001	0	1211	0.022	1195	98.679	16	1.321	0	0.000	2341	0.042	0	0.000	0	0
na	NC_017646.1	5313531	0.002	14	0.000	0	100	0.002	92	92.000	8	8.000	0	0.000	1522	0.029	0	0.000	0	0
na	NZ_CP095448.1	5120890	0.005	57	0.002	0	1013	0.020	1003	99.013	10	0.987	0	0.000	2824	0.055	0	0.000	0	0
na	NZ_CP028750.1	4602860	0.002	6	0.000	0	150	0.003	148	98.667	2	1.333	0	0.000	928	0.020	0	0.000	0	0
na	NZ_ABACVG020000001.1	4878159	0.002	28	0.001	0	130	0.003	124	95.385	6	4.615	0	0.000	1221	0.025	0	0.000	0	0
na	NZ_CP053730.1	4590822	0.017	77	0.002	0	2472	0.054	2461	99.555	11	0.445	0	0.000	9424	0.205	0	0.000	0	0
na	NZ_CP019267.1	4740860	0.010	62	0.002	0	1190	0.025	1176	98.824	14	1.176	0	0.000	5950	0.126	0	0.000	0	0
na	NZ_CP104371.1	4936877	0.001	8	0.000	0	94	0.002	82	87.234	12	12.766	0	0.000	998	0.020	0	0.000	0	0
na	NZ_CP095533.1	5071683	0.003	12	0.000	0	329	0.006	326	99.088	3	0.912	0	0.000	1560	0.031	0	0.000	0	0
na	NZ_CP071375.1	5022520	0.004	31	0.001	0	554	0.011	546	98.556	8	1.444	0	0.000	2450	0.049	0	0.000	0	0
na	NZ_CP095540.1	4880747	0.002	12	0.000	0	111	0.002	101	90.991	10	9.009	0	0.000	503	0.010	0	0.000	0	0
na	NZ_CP141765.1	5018039	0.004	21	0.001	0	526	0.010	526	100.000	0	0.000	0	0.000	2688	0.054	0	0.000	0	0
na	NZ_AP022261.1	4907327	0.002	22	0.001	0	524	0.011	520	99.237	4	0.763	0	0.000	1109	0.023	0	0.000	0	0
na	NZ_CP022686.1	5055316	0.004	30	0.001	0	1000	0.020	996	99.600	4	0.400	0	0.000	2154	0.043	0	0.000	0	0
na	NZ_CP135649.1	4717304	0.013	52	0.002	0	891	0.019	886	99.439	5	0.561	0	0.000	7053	0.150	0	0.000	0	0
na	NZ_CP087290.1	5197709	0.041	864	0.027	0	24363	0.469	24349	99.943	14	0.057	0	0.000	13974	0.269	0	0.000	0	0
na	NZ_CP082774.1	5015239	0.002	14	0.000	0	262	0.005	261	99.618	1	0.382	0	0.000	1489	0.030	0	0.000	0	0
na	NZ_CP100500.1	5559392	0.005	37	0.001	0	867	0.016	862	99.423	5	0.577	0	0.000	2514	0.045	0	0.000	0	0
na	NZ_CP027440.1	4892666	0.010	12	0.000	0	166	0.003	165	99.398	1	0.602	0	0.000	6287	0.128	0	0.000	0	0
na	NZ_CP033762.1	4977723	0.003	53	0.002	0	599	0.012	592	98.831	7	1.171	1	0.167	1628	0.033	371	0.007	0	0
na	NZ_CP068815.1	5192168	0.003	16	0.001	0	481	0.009	478	99.376	3	0.624	0	0.000	2794	0.054	0	0.000	0	0
na	NZ_CP098223.1	4841244	0.003	34	0.001	0	692	0.014	675	97.543	17	2.457	0	0.000	2168	0.045	0	0.000	0	0
na	NZ_CP104598.1	4901141	0.005	10	0.000	0	120	0.002	120	100.000	0	0.000	0	0.000	3300	0.067	0	0.000	0	0
na	NZ_AP022811.1	5283470	0.007	14	0.000	0	279	0.005	279	100.000	0	0.000	0	0.000	4816	0.091	0	0.000	0	0
