ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.811	4859	0.256	0	83142	1.636	82894	99.702	248	0.298	11	0.013	982837	19.335	83679	1.646	17	292339
na	NZ_CP073624.1	4950124	0.489	2088	0.110	0	36894	0.745	36400	98.661	493	1.339	63	0.171	562718	11.368	18964	0.383	16	311559
na	NZ_CP024147.1	4639454	0.219	837	0.044	0	19941	0.430	19761	99.097	180	0.903	2	0.010	207065	4.463	11162	0.241	4	151333
na	NZ_CP138428.1	4614072	0.398	1958	0.103	0	49304	1.069	49080	99.546	224	0.454	12	0.024	403811	8.752	14063	0.305	9	163309
na	NZ_CP106924.1	4837116	0.926	3832	0.202	0	65379	1.352	65258	99.815	121	0.185	20	0.031	1113609	23.022	79048	1.634	11	206461
na	NZ_CP051751.1	5054966	0.140	714	0.038	0	20369	0.403	20261	99.470	108	0.530	3	0.015	136860	2.707	5520	0.109	3	132170
na	NZ_CP047600.1	4768611	0.106	521	0.027	0	13445	0.282	13311	99.003	134	0.998	12	0.089	93076	1.952	2200	0.046	5	293382
na	NZ_CP023386.1	4900891	0.133	788	0.041	0	22425	0.458	22322	99.541	103	0.460	25	0.111	119648	2.441	4905	0.100	8	394151
na	NZ_CP030919.1	4810511	0.630	1577	0.083	0	44268	0.920	44113	99.650	155	0.350	21	0.047	708757	14.734	13064	0.272	10	179256
na	NZ_CP027550.1	4836918	0.087	365	0.019	0	10280	0.213	10135	98.589	145	1.411	2	0.019	78226	1.617	1537	0.032	4	306855
na	NZ_CP110511.1	4814832	0.766	5250	0.276	0	85734	1.781	85478	99.701	256	0.299	6	0.007	858078	17.822	73594	1.528	14	198155
na	NZ_AP023197.1	4894769	0.411	3172	0.167	0	62893	1.285	62789	99.835	104	0.165	19	0.030	439442	8.978	37512	0.766	13	247478
na	NZ_CP142442.1	5358846	0.131	472	0.025	0	13520	0.252	13443	99.430	77	0.570	0	0.000	150499	2.808	10957	0.204	5	265366
na	NZ_CP134358.1	4936594	0.190	1388	0.073	0	20778	0.421	20652	99.394	126	0.606	1	0.005	182284	3.693	9229	0.187	5	191129
na	NZ_CP038383.1	5571128	0.187	885	0.047	0	21361	0.383	21200	99.246	161	0.754	9	0.042	211077	3.789	8652	0.155	5	215285
na	NC_017646.1	5313531	0.122	698	0.037	0	20154	0.379	20030	99.385	124	0.615	5	0.025	120180	2.262	3417	0.064	4	282811
na	NZ_CP095448.1	5120890	0.196	2188	0.115	0	58930	1.151	58744	99.684	186	0.316	18	0.031	213225	4.164	53943	1.053	6	216409
na	NZ_CP028750.1	4602860	0.090	221	0.012	0	6616	0.144	6568	99.274	48	0.727	11	0.166	80459	1.748	424	0.009	1	64154
na	NZ_ABACVG020000001.1	4878159	0.074	956	0.050	0	26593	0.545	26308	98.928	285	1.072	0	0.000	53624	1.099	2917	0.060	4	329048
na	NZ_CP053730.1	4590822	0.624	1439	0.076	0	42354	0.923	42252	99.759	102	0.241	10	0.024	677174	14.751	14623	0.319	7	90254
na	NZ_CP019267.1	4740860	1.750	18852	0.993	1	524218	11.057	524089	99.975	129	0.025	97	0.019	1491751	31.466	80244	1.693	4	32719
na	NZ_CP104371.1	4936877	0.104	397	0.021	0	11746	0.238	11619	98.919	127	1.082	4	0.034	94790	1.920	1493	0.030	4	234540
na	NZ_CP095533.1	5071683	0.141	645	0.034	0	15656	0.309	15529	99.189	127	0.811	5	0.032	161240	3.179	28224	0.557	9	420862
