ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.019	71	0.007	0	1999	0.039	1991	99.600	8	0.400	0	0.000	10962	0.216	0	0.000	0	0
na	NZ_CP073624.1	4950124	0.015	113	0.011	0	1745	0.035	1696	97.192	48	2.819	42	2.407	5937	0.120	55	0.001	1	385464
na	NZ_CP024147.1	4639454	0.008	44	0.004	0	909	0.020	891	98.020	18	1.980	0	0.000	4183	0.090	207	0.004	0	0
na	NZ_CP138428.1	4614072	0.012	72	0.007	0	1675	0.036	1651	98.567	22	1.320	8	0.478	5892	0.128	61	0.001	0	0
na	NZ_CP106924.1	4837116	0.025	72	0.007	0	1449	0.030	1437	99.172	12	0.828	0	0.000	12602	0.261	0	0.000	0	0
na	NZ_CP051751.1	5054966	0.006	65	0.006	0	1833	0.036	1801	98.254	32	1.746	0	0.000	3232	0.064	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.003	25	0.002	0	349	0.007	343	98.281	6	1.719	0	0.000	1830	0.038	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.003	18	0.002	0	350	0.007	350	100.000	0	0.000	0	0.000	1824	0.037	0	0.000	1	1762217
na	NZ_CP030919.1	4810511	0.020	73	0.007	0	2753	0.057	2726	99.019	27	0.981	0	0.000	10244	0.213	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.003	36	0.003	0	827	0.017	815	98.549	12	1.451	0	0.000	1781	0.037	174	0.004	0	0
na	NZ_CP110511.1	4814832	0.016	78	0.007	0	2119	0.044	2087	98.490	32	1.510	0	0.000	8738	0.181	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.013	74	0.007	0	1642	0.034	1639	99.817	3	0.183	0	0.000	7232	0.148	0	0.000	1	401995
na	NZ_CP142442.1	5358846	0.005	20	0.002	0	668	0.012	654	97.904	14	2.096	0	0.000	2690	0.050	0	0.000	0	0
na	NZ_CP134358.1	4936594	0.006	25	0.002	0	449	0.009	441	98.218	8	1.782	0	0.000	2754	0.056	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.005	20	0.002	0	217	0.004	213	98.157	4	1.843	0	0.000	2288	0.041	0	0.000	0	0
na	NC_017646.1	5313531	0.005	28	0.003	0	640	0.012	628	98.125	12	1.875	0	0.000	3312	0.062	0	0.000	0	0
na	NZ_CP095448.1	5120890	0.005	59	0.006	0	1667	0.033	1641	98.440	26	1.560	0	0.000	2289	0.045	0	0.000	0	0
na	NZ_CP028750.1	4602860	0.003	12	0.001	0	79	0.002	79	100.000	0	0.000	0	0.000	1631	0.035	0	0.000	0	0
na	NZ_ABACVG020000001.1	4878159	0.021	483	0.045	0	13074	0.268	12900	98.669	174	1.331	0	0.000	4394	0.090	0	0.000	0	0
na	NZ_CP053730.1	4590822	0.022	91	0.009	0	2359	0.051	2329	98.728	30	1.272	0	0.000	10994	0.239	0	0.000	0	0
