ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
na	NZ_CP035879.1	5083123	0.011	41	0.002	0	1086	0.021	1086	100.000	0	0.000	0	0.000	6362	0.125	293	0.006	0	0
na	NZ_CP073624.1	4950124	0.021	849	0.032	0	15037	0.304	14846	98.730	191	1.275	55	0.366	9345	0.189	4341	0.088	4	1494176
na	NZ_CP024147.1	4639454	0.008	41	0.002	0	327	0.007	326	99.694	1	0.306	0	0.000	6456	0.139	1402	0.030	0	0
na	NZ_CP138428.1	4614072	0.009	63	0.002	0	1286	0.028	1254	97.512	32	2.488	0	0.000	4223	0.092	235	0.005	0	0
na	NZ_CP106924.1	4837116	0.011	25	0.001	0	429	0.009	424	98.834	5	1.166	0	0.000	6309	0.130	130	0.003	0	0
na	NZ_CP051751.1	5054966	0.003	11	0.000	0	188	0.004	181	96.277	7	3.723	0	0.000	2064	0.041	0	0.000	0	0
na	NZ_CP047600.1	4768611	0.002	6	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1017	0.021	0	0.000	0	0
na	NZ_CP023386.1	4900891	0.003	14	0.001	0	103	0.002	103	100.000	0	0.000	0	0.000	2072	0.042	0	0.000	0	0
na	NZ_CP030919.1	4810511	0.013	28	0.001	0	580	0.012	575	99.138	5	0.862	0	0.000	7937	0.165	0	0.000	0	0
na	NZ_CP027550.1	4836918	0.002	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2192	0.045	471	0.010	0	0
na	NZ_CP110511.1	4814832	0.009	28	0.001	0	379	0.008	379	100.000	0	0.000	0	0.000	4592	0.095	0	0.000	0	0
na	NZ_AP023197.1	4894769	0.009	72	0.003	0	1424	0.029	1409	98.947	15	1.056	4	0.281	5482	0.112	360	0.007	0	0
na	NZ_CP142442.1	5358846	0.005	20	0.001	0	306	0.006	306	100.000	0	0.000	0	0.000	4600	0.086	856	0.016	0	0
na	NZ_CP134358.1	4936594	0.005	23	0.001	0	590	0.012	543	92.034	47	7.966	0	0.000	3123	0.063	0	0.000	0	0
na	NZ_CP038383.1	5571128	0.004	26	0.001	0	375	0.007	372	99.200	3	0.800	0	0.000	2588	0.046	0	0.000	0	0
na	NC_017646.1	5313531	0.003	9	0.000	0	298	0.006	292	97.987	6	2.013	0	0.000	1864	0.035	3	0.000	0	0
