sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
A179.filter	EUP2115.filter	na	NZ_CP128970.1	5639055	467	0.0083	467	100.0000	461	98.7152	0	0.0000	461	98.7152	10	2.1413	4	40.0000	4	40.0000	4	40.0000	2	20.0000	254789	0.0000	0	0.0000	1.0000
A179.filter	EUP2115.filter	na	NZ_CP038383.1	5571128	399	0.0072	399	100.0000	396	99.2481	0	0.0000	396	99.2481	3	0.7519	0	0.0000	0	0.0000	1	33.3333	2	66.6667	591726	28.6450	345818	100.0000	0.9379
A179.filter	EUP2115.filter	na	NZ_CP045827.1	5570476	6905	0.1240	6892	99.8117	6887	99.9275	13	0.1883	6900	99.9276	33	0.4779	28	84.8485	16	48.4848	13	39.3939	1	3.0303	752190	88.3423	859402	100.0000	0.8940
A179.filter	EUP2115.filter	na	NZ_CP100500.1	5559392	824	0.0148	824	100.0000	816	99.0291	0	0.0000	816	99.0291	10	1.2136	2	20.0000	2	20.0000	0	0.0000	8	80.0000	343983	3.1025	110930	100.0000	0.9800
A179.filter	EUP2115.filter	na	NZ_CP080260.1	5366039	541	0.0101	541	100.0000	537	99.2606	0	0.0000	537	99.2606	10	1.8484	6	60.0000	6	60.0000	2	20.0000	2	20.0000	259475	12.2416	500441	30.6562	0.9067
A179.filter	EUP2115.filter	na	NZ_CP142442.1	5358846	558	0.0104	557	99.8208	555	99.6409	1	0.1792	556	99.6416	3	0.5376	1	33.3333	0	0.0000	1	33.3333	2	66.6667	363272	7.9640	690213	21.1151	0.8712
A179.filter	EUP2115.filter	na	NC_017646.1	5313531	394	0.0074	392	99.4924	384	97.9592	2	0.5076	386	97.9695	10	2.5381	2	20.0000	0	0.0000	8	80.0000	2	20.0000	305238	12.1567	309292	100.0000	0.9418
A179.filter	EUP2115.filter	na	NZ_AP022811.1	5283470	6913	0.1308	6908	99.9277	6902	99.9131	5	0.0723	6907	99.9132	13	0.1881	7	53.8462	2	15.3846	6	46.1538	3	23.0769	494959	78.6487	499053	100.0000	0.9450
A179.filter	EUP2115.filter	na	NZ_CP087290.1	5197709	4684	0.0901	4681	99.9360	4639	99.1028	3	0.0640	4642	99.1033	45	0.9607	3	6.6667	0	0.0000	43	95.5556	2	4.4444	86544	0.0000	350667	0.0000	0.9376
A179.filter	EUP2115.filter	na	NZ_CP068815.1	5192168	159	0.0031	159	100.0000	156	98.1132	0	0.0000	156	98.1132	3	1.8868	0	0.0000	0	0.0000	1	33.3333	2	66.6667	292657	86.9349	1069935	100.0000	0.7939
A179.filter	EUP2115.filter	na	NZ_AP022298.1	5121071	2030	0.0396	2030	100.0000	2028	99.9015	0	0.0000	2028	99.9015	2	0.0985	0	0.0000	0	0.0000	2	100.0000	0	0.0000	735461	26.0328	621195	100.0000	0.8787
A179.filter	EUP2115.filter	na	NZ_CP095448.1	5120890	2581	0.0504	2568	99.4963	2552	99.3769	13	0.5037	2565	99.3801	31	1.2011	15	48.3871	2	6.4516	27	87.0968	2	6.4516	214232	0.0000	46374	0.0000	0.9909
A179.filter	EUP2115.filter	na	NZ_CP035879.1	5083123	4296	0.0845	4293	99.9302	4284	99.7904	3	0.0698	4287	99.7905	12	0.2793	3	25.0000	1	8.3333	6	50.0000	5	41.6667	157913	35.2948	201228	70.0882	0.9604
