sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
A93.filter	SRR15209243	na	NZ_CP128970.1	5639055	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	41121	0.0000	421579	0.0000	0.9252
A93.filter	SRR15209243	na	NZ_CP038383.1	5571128	4	0.0001	4	100.0000	4	100.0000	0	0.0000	4	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	318926	0.0000	0	0.0000	1.0000
A93.filter	SRR15209243	na	NZ_CP045827.1	5570476	254	0.0046	254	100.0000	254	100.0000	0	0.0000	254	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	662354	77.9015	808476	94.3516	0.8799
A93.filter	SRR15209243	na	NZ_CP100500.1	5559392	137	0.0025	137	100.0000	135	98.5401	0	0.0000	135	98.5401	2	1.4599	0	0.0000	0	0.0000	0	0.0000	2	100.0000	256485	0.0000	0	0.0000	1.0000
A93.filter	SRR15209243	na	NZ_CP080260.1	5366039	111	0.0021	111	100.0000	111	100.0000	0	0.0000	111	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1715286	0.0000	0	0.0000	1.0000
A93.filter	SRR15209243	na	NZ_CP142442.1	5358846	330	0.0062	330	100.0000	330	100.0000	0	0.0000	330	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
A93.filter	SRR15209243	na	NC_017646.1	5313531	576	0.0108	576	100.0000	564	97.9167	0	0.0000	564	97.9167	15	2.6042	3	20.0000	3	20.0000	11	73.3333	2	13.3333	493624	0.0000	0	0.0000	1.0000
A93.filter	SRR15209243	na	NZ_AP022811.1	5283470	800	0.0151	800	100.0000	798	99.7500	0	0.0000	798	99.7500	2	0.2500	0	0.0000	0	0.0000	1	50.0000	1	50.0000	654186	73.7672	488765	100.0000	0.9541
A93.filter	SRR15209243	na	NZ_CP087290.1	5197709	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	589411	0.0000	772666	0.0000	0.8513
A93.filter	SRR15209243	na	NZ_CP068815.1	5192168	116	0.0022	116	100.0000	111	95.6897	0	0.0000	111	95.6897	5	4.3103	0	0.0000	0	0.0000	2	40.0000	3	60.0000	0	0.0000	0	0.0000	1.0000
