sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
A233.filter	A93.filter	na	NZ_CP128970.1	5639055	399	0.0071	399	100.0000	398	99.7494	0	0.0000	398	99.7494	3	0.7519	2	66.6667	2	66.6667	0	0.0000	1	33.3333	97784	0.0000	41121	0.0000	0.9827
A233.filter	A93.filter	na	NZ_CP038383.1	5571128	322	0.0058	322	100.0000	320	99.3789	0	0.0000	320	99.3789	2	0.6211	0	0.0000	0	0.0000	1	50.0000	1	50.0000	644003	22.9805	318926	66.0304	0.9470
A233.filter	A93.filter	na	NZ_CP045827.1	5570476	1936	0.0348	1936	100.0000	1928	99.5868	0	0.0000	1928	99.5868	12	0.6198	4	33.3333	4	33.3333	6	50.0000	2	16.6667	960702	74.8111	662354	94.3423	0.9109
A233.filter	A93.filter	na	NZ_CP100500.1	5559392	343	0.0062	343	100.0000	339	98.8338	0	0.0000	339	98.8338	4	1.1662	0	0.0000	0	0.0000	3	75.0000	1	25.0000	366117	21.8141	256485	18.5945	0.9169
A233.filter	A93.filter	na	NZ_CP080260.1	5366039	365	0.0068	365	100.0000	364	99.7260	0	0.0000	364	99.7260	1	0.2740	0	0.0000	0	0.0000	1	100.0000	0	0.0000	568754	55.9687	1715286	25.3645	0.6607
A233.filter	A93.filter	na	NZ_CP142442.1	5358846	215	0.0040	215	100.0000	213	99.0698	0	0.0000	213	99.0698	2	0.9302	0	0.0000	0	0.0000	2	100.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NC_017646.1	5313531	529	0.0100	529	100.0000	527	99.6219	0	0.0000	527	99.6219	2	0.3781	0	0.0000	0	0.0000	0	0.0000	2	100.0000	233836	0.0000	493624	0.0000	0.9071
A233.filter	A93.filter	na	NZ_AP022811.1	5283470	2527	0.0478	2527	100.0000	2525	99.9209	0	0.0000	2525	99.9209	2	0.0791	0	0.0000	0	0.0000	1	50.0000	1	50.0000	739906	85.0047	654186	91.6123	0.9523
A233.filter	A93.filter	na	NZ_CP087290.1	5197709	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	240410	0.0000	589411	0.0000	0.8403
A233.filter	A93.filter	na	NZ_CP068815.1	5192168	132	0.0025	132	100.0000	132	100.0000	0	0.0000	132	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_AP022298.1	5121071	624	0.0122	624	100.0000	624	100.0000	0	0.0000	624	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	170764	0.0000	514731	0.0000	0.8995
A233.filter	A93.filter	na	NZ_CP095448.1	5120890	103	0.0020	103	100.0000	97	94.1748	0	0.0000	97	94.1748	7	6.7961	1	14.2857	1	14.2857	6	85.7143	0	0.0000	249306	0.0000	542194	0.0000	0.8941
A233.filter	A93.filter	na	NZ_CP035879.1	5083123	2796	0.0550	2792	99.8569	2784	99.7135	4	0.1431	2788	99.7139	16	0.5722	8	50.0000	4	25.0000	4	25.0000	7	43.7500	312890	31.3641	164329	42.4265	0.9478
A233.filter	A93.filter	na	NZ_CP098206.1	5072432	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	287463	0.0000	0.9433
A233.filter	A93.filter	na	NZ_AP019538.1	5071981	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	134490	0.0000	231887	0.0000	0.9543
A233.filter	A93.filter	na	NZ_CP095533.1	5071683	240	0.0047	240	100.0000	238	99.1667	0	0.0000	238	99.1667	4	1.6667	2	50.0000	2	50.0000	0	0.0000	2	50.0000	186421	0.0000	143162	0.0000	0.9718
A233.filter	A93.filter	na	NZ_CP022686.1	5055316	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	185689	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_CP051751.1	5054966	87	0.0017	87	100.0000	86	98.8506	0	0.0000	86	98.8506	1	1.1494	0	0.0000	0	0.0000	1	100.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_CP054345.1	5023098	61	0.0012	61	100.0000	59	96.7213	0	0.0000	59	96.7213	3	4.9180	1	33.3333	1	33.3333	2	66.6667	0	0.0000	0	0.0000	531446	0.0000	0.8942
A233.filter	A93.filter	na	NZ_CP071375.1	5022520	80	0.0016	80	100.0000	80	100.0000	0	0.0000	80	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	259143	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_CP141765.1	5018039	455	0.0091	455	100.0000	454	99.7802	0	0.0000	454	99.7802	1	0.2198	0	0.0000	0	0.0000	0	0.0000	1	100.0000	0	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_CP082774.1	5015239	204	0.0041	204	100.0000	199	97.5490	0	0.0000	199	97.5490	5	2.4510	0	0.0000	0	0.0000	5	100.0000	0	0.0000	0	0.0000	331617	0.0000	0.9339
A233.filter	A93.filter	na	NZ_CP069559.1	5008199	481	0.0096	481	100.0000	474	98.5447	0	0.0000	474	98.5447	12	2.4948	5	41.6667	5	41.6667	2	16.6667	5	41.6667	0	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_CP027457.1	5001754	126	0.0025	126	100.0000	126	100.0000	0	0.0000	126	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	291676	34.7169	218818	73.2312	0.9574
A233.filter	A93.filter	na	NZ_AP022087.1	4996252	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_CP128931.1	4990655	653	0.0131	650	99.5406	638	98.1538	3	0.4594	641	98.1623	24	3.6753	12	50.0000	9	37.5000	4	16.6667	11	45.8333	132330	0.0000	62178	0.0000	0.9730
A233.filter	A93.filter	na	NZ_CP033762.1	4977723	48	0.0010	48	100.0000	48	100.0000	0	0.0000	48	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	279689	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_AP027258.1	4968007	826	0.0166	824	99.7579	819	99.3932	2	0.2421	821	99.3947	8	0.9685	3	37.5000	1	12.5000	5	62.5000	2	25.0000	454685	54.1804	317107	90.9942	0.9624
A233.filter	A93.filter	na	NC_011601.1	4965553	387	0.0078	385	99.4832	383	99.4805	2	0.5168	385	99.4832	4	1.0336	2	50.0000	0	0.0000	3	75.0000	1	25.0000	0	0.0000	269007	0.0000	0.9458
A233.filter	A93.filter	na	NZ_CP073624.1	4950124	78	0.0016	78	100.0000	78	100.0000	0	0.0000	78	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	364726	55.3654	409807	62.7344	0.9373
A233.filter	A93.filter	na	NZ_CP104371.1	4936877	146	0.0030	146	100.0000	145	99.3151	0	0.0000	145	99.3151	3	2.0548	2	66.6667	2	66.6667	0	0.0000	1	33.3333	0	0.0000	0	0.0000	1.0000
A233.filter	A93.filter	na	NZ_CP134358.1	4936594	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	119029	0.0000	0	0.0000	1.0000
