sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
31581121	SRR15209195	na	NZ_CP128970.1	5639055	300	0.0053	300	100.0000	297	99.0000	0	0.0000	297	99.0000	5	1.6667	2	40.0000	2	40.0000	0	0.0000	3	60.0000	680920	0.0000	0	0.0000	1.0000
31581121	SRR15209195	na	NZ_CP038383.1	5571128	58	0.0010	58	100.0000	56	96.5517	0	0.0000	56	96.5517	2	3.4483	0	0.0000	0	0.0000	1	50.0000	1	50.0000	642760	8.6412	266664	65.5364	0.9521
31581121	SRR15209195	na	NZ_CP045827.1	5570476	172	0.0031	172	100.0000	172	100.0000	0	0.0000	172	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	656841	59.7884	729095	97.3928	0.8882
31581121	SRR15209195	na	NZ_CP100500.1	5559392	137	0.0025	137	100.0000	136	99.2701	0	0.0000	136	99.2701	1	0.7299	0	0.0000	0	0.0000	1	100.0000	0	0.0000	806207	10.3311	171603	100.0000	0.9691
31581121	SRR15209195	na	NZ_CP080260.1	5366039	116	0.0022	111	95.6897	110	99.0991	5	4.3103	115	99.1379	6	5.1724	5	83.3333	0	0.0000	5	83.3333	1	16.6667	643705	11.7787	223783	100.0000	0.9583
31581121	SRR15209195	na	NZ_CP142442.1	5358846	386	0.0072	386	100.0000	380	98.4456	0	0.0000	380	98.4456	6	1.5544	0	0.0000	0	0.0000	5	83.3333	1	16.6667	419136	17.1944	47285	100.0000	0.9912
31581121	SRR15209195	na	NC_017646.1	5313531	4670	0.0879	4666	99.9143	4612	98.8427	4	0.0857	4616	98.8437	61	1.3062	7	11.4754	3	4.9180	23	37.7049	34	55.7377	385638	5.8088	247991	100.0000	0.9533
31581121	SRR15209195	na	NZ_AP022811.1	5283470	967	0.0183	967	100.0000	965	99.7932	0	0.0000	965	99.7932	2	0.2068	0	0.0000	0	0.0000	2	100.0000	0	0.0000	508073	24.5707	306526	68.7175	0.9172
31581121	SRR15209195	na	NZ_CP087290.1	5197709	2356	0.0453	2343	99.4482	2328	99.3598	13	0.5518	2341	99.3633	29	1.2309	14	48.2759	1	3.4483	7	24.1379	20	68.9655	380627	29.3629	106339	100.0000	0.9795
31581121	SRR15209195	na	NZ_CP068815.1	5192168	625	0.0120	621	99.3600	608	97.9066	4	0.6400	612	97.9200	22	3.5200	9	40.9091	5	22.7273	9	40.9091	9	40.9091	555419	0.0000	0	0.0000	1.0000
